similarity;lie_index;lie_add;lmi_index;lmi_add
{"matched":[0,1,2],"matchScore":[1,1,0.32499999999999996],"exact":2,"score":2.325,"order":1,"size":0.3333333333333333};1305;bulevardul dacia 160;577;bulevardul dacia 12
{"matched":[0,1,2],"matchScore":[1,1,0.3611111111111111],"exact":2,"score":2.361111111111111,"order":1,"size":0.3333333333333333};1306;bulevardul dacia 168;589;bulevardul dacia 76-78
{"matched":[0,1,2],"matchScore":[1,1,0.32499999999999996],"exact":2,"score":2.325,"order":1,"size":0.3333333333333333};1307;bulevardul dacia 172;577;bulevardul dacia 12
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1308;strada david praporgescu 29;1537;strada praporgescu david 17
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};1309;aleea dealul mitropoliei 5;613;aleea dealul mitropoliei 7
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};1310;aleea dealul mitropoliei 11;614;aleea dealul mitropoliei 15
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};1311;aleea dealul mitropoliei 17;614;aleea dealul mitropoliei 15
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};1312;aleea dealul mitropoliei 19;614;aleea dealul mitropoliei 15
{"matched":[0,-1,2],"matchScore":[1,0,1],"exact":2,"score":2,"order":1,"size":0.3333333333333333};1313;strada dej 78;86;strada avrig 78
{"matched":[0,1,2,3],"matchScore":[1,0.3055555555555555,1,0.42500000000000004],"exact":2,"score":2.730555555555555,"order":1,"size":0.25};1314;strada despot voda 38;1067;strada leon voda 3
{"matched":[0,2,3],"matchScore":[1,0.38888888888888884,1],"exact":2,"score":2.388888888888889,"order":0.7777777777777777,"size":0.25};1315;strada dianei 13;1750;strada sfanta vineri 13
{"matched":[0,2,3],"matchScore":[1,0.4119047619047619,1],"exact":2,"score":2.4119047619047618,"order":0.7777777777777777,"size":0.25};1316;strada diditel 14;1365;strada orbescu dimitrie 14
{"matched":[0,1,3],"matchScore":[1,0.33809523809523806,1],"exact":2,"score":2.338095238095238,"order":0.7777777777777777,"size":0.25};1317;strada diditel 13;1257;strada miile constantin 13
{"matched":[0,3,1,4],"matchScore":[1,0.32375,0.30833333333333335,1],"exact":2,"score":2.632083333333333,"order":0.5999999999999999,"size":0.2};1318;strada dimitrie bolintineanu 2;1276;strada mirea george demetrescu 2
{"matched":[0,3,2,4],"matchScore":[1,0.8607142857142857,0.34722222222222215,1],"exact":2,"score":3.207936507936508,"order":0.7000000000000002,"size":0.2};1319;strada dimitrie bolintineanu 3;650;strada dobrescu i demetru 3
{"matched":[0,2,1,3],"matchScore":[1,0.3541666666666667,0.20138888888888887,1],"exact":2,"score":2.5555555555555554,"order":0.75,"size":0.25};1320;bulevardul dimitrie cantemir 3;775;bulevardul ferdinand i 3
{"matched":[0,2,1,3],"matchScore":[1,0.3541666666666667,0.31999999999999995,1],"exact":2,"score":2.674166666666667,"order":0.75,"size":0.25};1321;bulevardul dimitrie cantemir 4;376;bulevardul carol i 4
{"matched":[0,2,1,3],"matchScore":[1,0.3541666666666667,0.31999999999999995,0.925],"exact":1,"score":2.599166666666667,"order":0.75,"size":0.25};1322;bulevardul dimitrie cantemir 5;389;bulevardul carol i 55
{"matched":[0,2,1,3],"matchScore":[1,0.27499999999999997,0.32916666666666666,1],"exact":2,"score":2.6041666666666665,"order":0.75,"size":0.25};1323;bulevardul dimitrie cantemir 9;1166;bulevardul maniu iuliu 9
{"matched":[0,2,1,3],"matchScore":[1,0.2569444444444444,0.40277777777777773,1],"exact":2,"score":2.6597222222222223,"order":0.75,"size":0.25};1324;strada dimitrie giurescu 4;1282;strada mirinescu mihail 4
{"matched":[0,2,1,3],"matchScore":[1,0.33125,0.39166666666666666,1],"exact":2,"score":2.7229166666666664,"order":0.75,"size":0.25};1325;strada dimitrie giurescu 7;2018;strada zamfirescu duiliu 7
{"matched":[0,3,1,4],"matchScore":[1,0.32375,0.32916666666666666,1],"exact":2,"score":2.6529166666666666,"order":0.5999999999999999,"size":0.2};1326;strada dimitrie giurescu 9;1278;strada mirea george demetrescu 9
{"matched":[0,2,1,3],"matchScore":[1,1,0.3898809523809524,0.35],"exact":2,"score":2.7398809523809526,"order":0.75,"size":0.25};1327;strada dimitrie giurescu 10;1364;strada orbescu dimitrie 12
{"matched":[0,2,1,3],"matchScore":[1,1,0.22380952380952382,0.35],"exact":2,"score":2.573809523809524,"order":0.75,"size":0.25};1328;strada dimitrie gusti 19;1364;strada orbescu dimitrie 12
{"matched":[0,2,1,3],"matchScore":[1,1,0.2928571428571428,1],"exact":3,"score":3.2928571428571427,"order":0.75,"size":0.25};1329;strada dimitrie onciul 12;1364;strada orbescu dimitrie 12
{"matched":[0,2,1,3],"matchScore":[1,1,0.2928571428571428,0.35],"exact":2,"score":2.642857142857143,"order":0.75,"size":0.25};1330;strada dimitrie onciul 16;1364;strada orbescu dimitrie 12
{"matched":[0,2,1,3],"matchScore":[1,1,0.48333333333333334,1],"exact":3,"score":3.4833333333333334,"order":0.75,"size":0.25};1331;strada dimitrie onciul 31;1363;strada onciu dimitrie 31
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1332;strada dimitrie orbescu 8;1364;strada orbescu dimitrie 12
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};1333;strada dimitrie orbescu 11;1364;strada orbescu dimitrie 12
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1334;strada dimitrie racovita 25;1565;strada racovita dimitrie 12
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1335;strada dimitrie racovita 30a;1565;strada racovita dimitrie 12
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1336;strada dimitrie racovita 41;1565;strada racovita dimitrie 12
{"matched":[0,1,2,3],"matchScore":[1,0.31666666666666665,0.35185185185185186,1],"exact":2,"score":2.6685185185185185,"order":1,"size":0.25};1337;strada dimitrie salmen 20;1442;strada philippide alexandru 20
{"matched":[0,2,1,3],"matchScore":[1,0.3125,0.35,1],"exact":2,"score":2.6625,"order":0.75,"size":0.25};1338;strada dimitrie salmen 30;1742;strada sfanta treime 30
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};1339;bulevardul dinicu golescu 1a;875;bulevardul golescu dinicu 16
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1340;bulevardul dinicu golescu 9;875;bulevardul golescu dinicu 16
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};1341;strada dionisie lupu 31;1145;strada lupu dionisie 37
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};1342;strada doamna ghica 125;631;strada doamna ghica 3-5
{"matched":[0,1,3],"matchScore":[1,0.42380952380952386,1],"exact":2,"score":2.423809523809524,"order":0.7777777777777777,"size":0.25};1343;strada doamnei 7;657;strada domnita anastasia 7
{"matched":[0,1,2],"matchScore":[1,1,0.925],"exact":2,"score":2.925,"order":1,"size":0.3333333333333333};1344;strada doamnei 11;542;strada doamnei 1
{"matched":[0,1,2],"matchScore":[1,1,0.42500000000000004],"exact":2,"score":2.425,"order":1,"size":0.3333333333333333};1345;strada doamnei 27-29;647;strada doamnei 22
{"matched":[0,1,2],"matchScore":[1,0.37619047619047613,1],"exact":2,"score":2.376190476190476,"order":1,"size":0.3333333333333333};1346;strada dobrogei 12;640;strada doamnei 12
{"matched":[0,1,3],"matchScore":[1,0.43523809523809526,1],"exact":2,"score":2.435238095238095,"order":0.7777777777777777,"size":0.25};1347;strada doina 11;659;strada domnita anastasia 11
{"matched":[0,1,2],"matchScore":[1,0.35000000000000003,1],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};1348;strada doina 13;1126;strada londra 13
{"matched":[0,1,2],"matchScore":[1,0.3828571428571429,1],"exact":2,"score":2.382857142857143,"order":1,"size":0.3333333333333333};1349;strada doina 15;643;strada doamnei 15
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":1,"size":0.25};1350;strada domnita anastasia 10;655;strada domnita anastasia 1
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":1,"size":0.25};1351;strada domnita anastasia 17;655;strada domnita anastasia 1
{"matched":[0,1,2,3],"matchScore":[1,1,0.34814814814814815,1],"exact":3,"score":3.348148148148148,"order":1,"size":0.25};1352;strada domnita ancuta 9;658;strada domnita anastasia 9
{"matched":[1,2,3],"matchScore":[0.8916666666666666,0.24537037037037038,1],"exact":1,"score":2.137037037037037,"order":1,"size":0.25};1353;calea dorobantilor 51;852;strada gala galaction 51
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};1354;calea dorobantilor 69;668;calea dorobantilor 60
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};1355;calea dorobantilor 70;669;calea dorobantilor 72
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};1356;calea dorobantilor 75;669;calea dorobantilor 72
{"matched":[0,1,2],"matchScore":[1,1,0.3611111111111111],"exact":2,"score":2.361111111111111,"order":1,"size":0.3333333333333333};1357;calea dorobantilor 134;665;calea dorobantilor 36-40
{"matched":[0,1,2,3],"matchScore":[1,0.2569444444444444,1,1],"exact":3,"score":3.2569444444444446,"order":1,"size":0.25};1358;strada dragos voda 3;1424;strada patrascu voda 3
{"matched":[0,1,3],"matchScore":[1,0.22380952380952382,1],"exact":2,"score":2.223809523809524,"order":0.7777777777777777,"size":0.25};1359;intrarea dragusa 5;56;intrarea alexe marin 5
{"matched":[0,1,3],"matchScore":[1,0.3339285714285714,1],"exact":2,"score":2.3339285714285714,"order":0.7777777777777777,"size":0.25};1360;intrarea dragusa 6;608;intrarea dascalu nicolae 6
{"matched":[0,2,3],"matchScore":[0.3611111111111111,0.36607142857142855,1],"exact":1,"score":1.7271825396825395,"order":0.7777777777777777,"size":0.25};1361;intrarea dragusa 15;358;strada calomfirescu radu 15
{"matched":[0,1,2],"matchScore":[1,0.330988455988456,0.42500000000000004],"exact":1,"score":1.755988455988456,"order":1,"size":0.3333333333333333};1362;strada dristorului 73;1663;strada romulus 7
{"matched":[0,1,2],"matchScore":[1,0.418560606060606,0.39999999999999997],"exact":1,"score":1.8185606060606059,"order":1,"size":0.3333333333333333};1363;strada dristorului 104;1588;strada ritmului 1
{"matched":[0,2,1,3],"matchScore":[1,0.34722222222222215,0.34259259259259256,1],"exact":2,"score":2.689814814814815,"order":0.75,"size":0.25};1364;strada drumea radulescu 12;883;strada grigorescu eremia 12
{"matched":[0,1,2],"matchScore":[1,1,0.27777777777777773],"exact":2,"score":2.2777777777777777,"order":1,"size":0.3333333333333333};1365;calea dudesti 37;684;calea dudesti 117bis
{"matched":[0,1,2],"matchScore":[1,1,0.3333333333333333],"exact":2,"score":2.3333333333333335,"order":1,"size":0.3333333333333333};1366;calea dudesti 51;697;calea dudesti 155b
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1367;strada dumbrava rosie 12;714;strada dumbrava rosie 12
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":1,"size":0.25};1368;strada dumbrava rosie 20;704;strada dumbrava rosie 2
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":1,"size":0.25};1369;strada dumbrava rosie 28;704;strada dumbrava rosie 2
{"matched":[0,1,3,4],"matchScore":[1,0.167989417989418,0.37500000000000006,1],"exact":2,"score":2.542989417989418,"order":0.8,"size":0.2};1370;intrarea dumitru lemnea 1;373;intrarea caragiale i l 1
{"matched":[0,2,1,3],"matchScore":[1,0.28095238095238095,0.35000000000000003,1],"exact":2,"score":2.630952380952381,"order":0.75,"size":0.25};1371;intrarea dumitru lemnea 2;55;intrarea alexe marin 2
{"matched":[0,2,1,3],"matchScore":[1,0.28095238095238095,0.35000000000000003,1],"exact":2,"score":2.630952380952381,"order":0.75,"size":0.25};1372;intrarea dumitru lemnea 6;57;intrarea alexe marin 6
{"matched":[0,1,2,3],"matchScore":[0.3611111111111111,0.37142857142857144,0.25925925925925924,1],"exact":1,"score":1.991798941798942,"order":1,"size":0.25};1373;intrarea dumitru lemnea 7;657;strada domnita anastasia 7
{"matched":[0,2,1,3],"matchScore":[1,0.28095238095238095,0.35000000000000003,1],"exact":2,"score":2.630952380952381,"order":0.75,"size":0.25};1374;intrarea dumitru lemnea 8;58;intrarea alexe marin 8
